Rank,Release Group,Worldwide,Domestic,%,Foreign,%
"2,751",Phullu,"$6,893",-,-,"$6,893",100%
"2,752",Todo sobre el asado,"$6,892",-,-,"$6,892",100%
"2,753",Stop Making Sense 2017 Re-release,"$6,813",-,-,"$6,813",100%
"2,754",Godless,"$6,763",-,-,"$6,763",100%
"2,755",El Corral,"$6,702",-,-,"$6,702",100%
"2,756",Commando 2,"$6,701",-,-,"$6,701",100%
"2,757",Rok,"$6,698",-,-,"$6,698",100%
"2,758",Kuldip Patwal: I Didn't Do It!,"$6,690",-,-,"$6,690",100%
"2,759",'Der Müde Tod': Die Restaurierung eines frühen,"$6,679",-,-,"$6,679",100%
"2,760",Plan B: Scheiß auf Plan A,"$6,666",-,-,"$6,666",100%
"2,761",Remember Baghdad,"$6,663",-,-,"$6,663",100%
"2,762",Footnotes 2017 Re-release,"$6,660","$6,660",100%,-,-
"2,763",The Persian Connection,"$6,634","$6,634",100%,-,-
"2,764",Kiki ile Miki Alatura,"$6,629",-,-,"$6,629",100%
"2,765",Most Beautiful Island,"$6,582",-,-,"$6,582",100%
"2,766",Seven Days,"$6,568",-,-,"$6,568",100%
"2,767",Elizabeth Blue,"$6,542","$6,542",100%,-,-
"2,768",The Anomaly 2017 Re-release,"$6,536",-,-,"$6,536",100%
"2,769",People That Are Not Me,"$6,507",-,-,"$6,507",100%
"2,770",Scum,"$6,461","$6,461",100%,-,-
"2,771",Batman and Harley Quinn,"$6,448",-,-,"$6,448",100%
"2,772",Bamse and the Thief City 2017 Re-release,"$6,388",-,-,"$6,388",100%
"2,773",Estranged,"$6,357",-,-,"$6,357",100%
"2,774",The Big Heat,"$6,324",-,-,"$6,324",100%
"2,775",Mahi NRI,"$6,294",-,-,"$6,294",100%
"2,776",Beyaz Balina,"$6,291",-,-,"$6,291",100%
"2,777",The Skyjacker's Tale,"$6,253","$6,253",100%,-,-
"2,778",In the Steps of Trisha Brown,"$6,230","$6,230",100%,-,-
"2,779",Down by Law 2017 Re-release,"$6,229",-,-,"$6,229",100%
"2,780",Dobaara: See Your Evil,"$6,164",-,-,"$6,164",100%
"2,781",The Story of the Last Chrysanthemum,"$6,125",-,-,"$6,125",100%
"2,782",Arise from Darkness,"$6,112","$6,112",100%,-,-
"2,783",Hello Jam Rao Dai Mai,"$6,109",-,-,"$6,109",100%
"2,784",From 5 to 7,"$6,095",-,-,"$6,095",100%
"2,785",The Fuzz,"$6,067","$6,067",100%,-,-
"2,786",On Wings of Eagles 2017 Re-release,"$5,975","$5,975",100%,-,-
"2,787",Sorcerer 2017 Re-release,"$5,972",-,-,"$5,972",100%
"2,788",Austerlitz,"$5,965",-,-,"$5,965",100%
"2,789",Starless Dreams,"$5,937","$5,937",100%,-,-
"2,790",The Silence,"$5,936",-,-,"$5,936",100%
"2,791",Only Men Go to the Grave,"$5,929",-,-,"$5,929",100%
"2,792",Larry Gaye: Renegade Male Flight Attendant 2017 Re-release,"$5,921",-,-,"$5,921",100%
"2,793",Driver,"$5,894",-,-,"$5,894",100%
"2,794",Shamantakamani,"$5,848",-,-,"$5,848",100%
"2,795",Wrong-Way Driving,"$5,839",-,-,"$5,839",100%
"2,796","What's for Dinner, Mom?","$5,813",-,-,"$5,813",100%
"2,797",Smoking Club 129 normas,"$5,812",-,-,"$5,812",100%
"2,798",Our Last Tango 2017 Re-release,"$5,765",-,-,"$5,765",100%
"2,799",Polar Star,"$5,726",-,-,"$5,726",100%
"2,800",You Were Here in My Youth,"$5,726",-,-,"$5,726",100%
"2,801",Aisylu Movie,"$5,714",-,-,"$5,714",100%
"2,802",La Chinoise 2017 Re-release,"$5,631","$5,631",100%,-,-
"2,803",Sonata for Cello 2017 Re-release,"$5,624",-,-,"$5,624",100%
"2,804",A Geisha,"$5,583",-,-,"$5,583",100%
"2,805",Caps,"$5,580",-,-,"$5,580",100%
"2,806",Being 17 2017 Re-release,"$5,547",-,-,"$5,547",100%
"2,807",Bad Police,"$5,529",-,-,"$5,529",100%
"2,808",Mater,"$5,519",-,-,"$5,519",100%
"2,809",Icaros: A Vision,"$5,510","$5,510",100%,-,-
"2,810",Mountains May Depart 2017 Re-release,"$5,500",-,-,"$5,500",100%
"2,811",The Man from Earth: Holocene,"$5,472","$5,472",100%,-,-
"2,812",That Trip We Took with Dad,"$5,469",-,-,"$5,469",100%
"2,813",Cauce,"$5,449",-,-,"$5,449",100%
"2,814",Con Alas Para Volar,"$5,425",-,-,"$5,425",100%
"2,815",Geri döndü,"$5,364",-,-,"$5,364",100%
"2,816",Spólao yfir hafio,"$5,364",-,-,"$5,364",100%
"2,817",Ferrari 312B: Where the Revolution Begins,"$5,349",-,-,"$5,349",100%
"2,818",A Good Wife,"$5,315",-,-,"$5,315",100%
"2,819",Journey,"$5,313",-,-,"$5,313",100%
"2,820",River Road,"$5,295",-,-,"$5,295",100%
"2,821",Poner a actuar pájaros,"$5,289",-,-,"$5,289",100%
"2,822",It's Not Yet Dark,"$5,269","$1,227",23.3%,"$4,042",76.7%
"2,823",Sansho the Bailiff,"$5,267",-,-,"$5,267",100%
"2,824",This Time Tomorrow,"$5,258",-,-,"$5,258",100%
"2,825",Photocopy,"$5,217",-,-,"$5,217",100%
"2,826",In the Sky... for a Dream,"$5,130",-,-,"$5,130",100%
"2,827",Deepsea Challenge 2017 Re-release,"$5,111",-,-,"$5,111",100%
"2,828",Bad Lucky Goat,"$5,088","$5,088",100%,-,-
"2,829",2307: Winter's Dream,"$5,078",-,-,"$5,078",100%
"2,830",Neckan,"$5,078",-,-,"$5,078",100%
"2,831",Black and White Photo Studio,"$5,062",-,-,"$5,062",100%
"2,832",Canción de Iguaque,"$5,053",-,-,"$5,053",100%
"2,833",Miss Oyu,"$5,020",-,-,"$5,020",100%
"2,834",Tarzan's Testicles,"$5,017",-,-,"$5,017",100%
"2,835",Yarim Kalan,"$5,012",-,-,"$5,012",100%
"2,836",Nagasaki: Memories of My Son 2017 Re-release,"$5,001",-,-,"$5,001",100%
"2,837",8 hlav sílenství,"$4,962",-,-,"$4,962",100%
"2,838",Axolotl Overkill,"$4,944",-,-,"$4,944",100%
"2,839",Tournament,"$4,942","$4,942",100%,-,-
"2,840",Company Town,"$4,934","$4,934",100%,-,-
"2,841",Oh! My God Returns,"$4,928",-,-,"$4,928",100%
"2,842",Greystone Park 2017 Re-release,"$4,918",-,-,"$4,918",100%
"2,843",However,"$4,915",-,-,"$4,915",100%
"2,844",Delírio em Las Vedras,"$4,855",-,-,"$4,855",100%
"2,845",La Soñada,"$4,851",-,-,"$4,851",100%
"2,846",Twice Shy,"$4,831",-,-,"$4,831",100%
"2,847",Chastnoe pionerskoe 3,"$4,817",-,-,"$4,817",100%
"2,848",Destination Unknown,"$4,782",-,-,"$4,782",100%
"2,849",Genocidal Organ,"$4,752",-,-,"$4,752",100%
"2,850",Tous les rêves du monde,"$4,730",-,-,"$4,730",100%
"2,851",Balakrishnudu,"$4,715",-,-,"$4,715",100%
"2,852",Umudun Kiyisinda,"$4,714",-,-,"$4,714",100%
"2,853",Shot,"$4,701","$4,701",100%,-,-
"2,854",Night School,"$4,663","$4,663",100%,-,-
"2,855",I Love You Both,"$4,661","$4,661",100%,-,-
"2,856",Shakespeare-Wallah,"$4,650","$4,650",100%,-,-
"2,857",All About Secrets,"$4,631",-,-,"$4,631",100%
"2,858",The Young Girls of Rochefort 2017 Re-release,"$4,606",-,-,"$4,606",100%
"2,859",Mariel espera,"$4,576",-,-,"$4,576",100%
"2,860",Snjór og Salóme,"$4,572",-,-,"$4,572",100%
"2,861",Please Love Her,"$4,562",-,-,"$4,562",100%
"2,862",A Boy Called Po,"$4,550","$4,550",100%,-,-
"2,863",Vakfolt,"$4,505",-,-,"$4,505",100%
"2,864",The Pulitzer at 100,"$4,489","$4,489",100%,-,-
"2,865",Makino Legend,"$4,483",-,-,"$4,483",100%
"2,866",German Concentration Camps Factual Survey,"$4,468","$4,468",100%,-,-
"2,867",Generation Iron 2,"$4,439","$4,439",100%,-,-
"2,868",Ferrari: Race to Immortality,"$4,433",-,-,"$4,433",100%
"2,869",Kervan 1915,"$4,430",-,-,"$4,430",100%
"2,870",30-LOVE,"$4,392","$4,392",100%,-,-
"2,871",The Woman Who Left,"$4,373","$3,974",90.9%,$399,9.1%
"2,872",El Delirio,"$4,351",-,-,"$4,351",100%
"2,873",Children of Paradise 2017 Re-release,"$4,338",-,-,"$4,338",100%
"2,874",Perfect Health,"$4,297",-,-,"$4,297",100%
"2,875",From the Life of the Marionettes,"$4,293",-,-,"$4,293",100%
"2,876",My Father Die,"$4,252","$4,252",100%,-,-
"2,877",Silent Meeting,"$4,222",-,-,"$4,222",100%
"2,878",Interlude in Prague,"$4,209",-,-,"$4,209",100%
"2,879",Edith Walks,"$4,209",-,-,"$4,209",100%
"2,880",Druzinica,"$4,195",-,-,"$4,195",100%
"2,881",Por Onde Escapam As Palavras,"$4,169",-,-,"$4,169",100%
"2,882",Summer's Over,"$4,166",-,-,"$4,166",100%
"2,883",Badsville,"$4,153","$4,153",100%,-,-
"2,884",Rolling Elvis,"$4,121",-,-,"$4,121",100%
"2,885",Cemento: The Documentary,"$4,077",-,-,"$4,077",100%
"2,886",Haldaa,"$4,062",-,-,"$4,062",100%
"2,887",A Window to Rosália,"$4,033",-,-,"$4,033",100%
"2,888",Damned Summer,"$4,031",-,-,"$4,031",100%
"2,889",C/o Surya,"$4,013",-,-,"$4,013",100%
"2,890",The Double Life of Véronique 2017 Re-release,"$4,003",-,-,"$4,003",100%
"2,891",Vetrarbræour,"$3,997",-,-,"$3,997",100%
"2,892",I Am Michael,"$3,995",-,-,"$3,995",100%
"2,893",Sister of Mine,"$3,990",-,-,"$3,990",100%
"2,894",Emily,"$3,982","$3,982",100%,-,-
"2,895",Dream Boat,"$3,981","$3,981",100%,-,-
"2,896",The Great Utopia,"$3,978",-,-,"$3,978",100%
"2,897",The American Friend 2017 Re-release,"$3,978",-,-,"$3,978",100%
"2,898",Pickpocket,"$3,967",-,-,"$3,967",100%
"2,899",The Loft 2017 Re-release,"$3,959",-,-,"$3,959",100%
"2,900",Korkacak Bi'sey Yok,"$3,931",-,-,"$3,931",100%
"2,901",Treblinka,"$3,920",-,-,"$3,920",100%
"2,902",AVICII - True Stories,"$3,887",-,-,"$3,887",100%
"2,903",Rahm,"$3,884",-,-,"$3,884",100%
"2,904",Callback,"$3,814",-,-,"$3,814",100%
"2,905",Sea Sorrow,"$3,813",-,-,"$3,813",100%
"2,906",Forgiveness,"$3,805",-,-,"$3,805",100%
"2,907",Joker 2017 Re-release,"$3,788",-,-,"$3,788",100%
"2,908",Hotel Infierno,"$3,784",-,-,"$3,784",100%
"2,909",That in Me,"$3,774",-,-,"$3,774",100%
"2,910",The Gender Card Flip,"$3,774","$3,774",100%,-,-
"2,911",The Left-Handed Woman,"$3,773",-,-,"$3,773",100%
"2,912",Bugs,"$3,742","$3,742",100%,-,-
"2,913",Grafomafiya,"$3,727",-,-,"$3,727",100%
"2,914",Night Watch,"$3,714",-,-,"$3,714",100%
"2,915",Detki naprokat,"$3,710",-,-,"$3,710",100%
"2,916",The State of Things,"$3,700",-,-,"$3,700",100%
"2,917",If You Saw His Heart,"$3,700",-,-,"$3,700",100%
"2,918",Center of My World,"$3,656",-,-,"$3,656",100%
"2,919",Born to Be Free,"$3,638",-,-,"$3,638",100%
"2,920",Moon Dogs,"$3,616",-,-,"$3,616",100%
"2,921",The Anniversary,"$3,616",-,-,"$3,616",100%
"2,922",Backseat Fighter,"$3,608",-,-,"$3,608",100%
"2,923",It Stains the Sands Red,"$3,599",-,-,"$3,599",100%
"2,924",Genco,"$3,541",-,-,"$3,541",100%
"2,925",The Beautiful Troublemaker 2017 Re-release,"$3,540","$3,540",100%,-,-
"2,926",The Nights of Zayandeh-Rood,"$3,536",-,-,"$3,536",100%
"2,927",Almost Heaven,"$3,525",-,-,"$3,525",100%
"2,928",Porobashinee,"$3,510",-,-,"$3,510",100%
"2,929",Teesklejad,"$3,509",-,-,"$3,509",100%
"2,930",Who's Crazy?,"$3,497","$3,497",100%,-,-
"2,931",Paraiso: Tatlong kwento ng pag-asa 2017 Re-release,"$3,495",-,-,"$3,495",100%
"2,932",Jour de Fête 2017 Re-release,"$3,485",-,-,"$3,485",100%
"2,933",Yeni baslayanlar için hayatta kalma sanati,"$3,483",-,-,"$3,483",100%
"2,934","Love, Sweat and Tears","$3,482","$3,482",100%,-,-
"2,935",Anina: Un misterioso viaje de ida y vuelta,"$3,482",-,-,"$3,482",100%
"2,936",QTH,"$3,477",-,-,"$3,477",100%
"2,937",Mental Madhilo,"$3,435",-,-,"$3,435",100%
"2,938",Deu-lae-gon-bil-li-ji,"$3,431",-,-,"$3,431",100%
"2,939",Speed Sisters,"$3,423","$3,423",100%,-,-
"2,940",Falling in Love,"$3,413",-,-,"$3,413",100%
"2,941",Beyond Brotherhood,"$3,410",-,-,"$3,410",100%
"2,942",Lo que no se perdona,"$3,389",-,-,"$3,389",100%
"2,943",Apprentice,"$3,375",-,-,"$3,375",100%
"2,944",The Grump 2017 Re-release,"$3,361",-,-,"$3,361",100%
"2,945",Amanda & Jack Go Glamping,"$3,352","$3,352",100%,-,-
"2,946",Bad Match,"$3,351","$3,351",100%,-,-
"2,947",Close Relations,"$3,321",-,-,"$3,321",100%
"2,948",Soldier Grandpa,"$3,314",-,-,"$3,314",100%
"2,949",Diamond of Boyana,"$3,311",-,-,"$3,311",100%
"2,950",Adiós querido Pep,"$3,289",-,-,"$3,289",100%
"2,951",Justice,"$3,259","$3,259",100%,-,-
"2,952",Amigos eran los de antes,"$3,252",-,-,"$3,252",100%
"2,953",Ornamento e Crime,"$3,244",-,-,"$3,244",100%
"2,954",On the Road,"$3,237",-,-,"$3,237",100%
"2,955",Liebig,"$3,205",-,-,"$3,205",100%
"2,956",What the Health,"$3,187",-,-,"$3,187",100%
"2,957",Humorisimas Variete,"$3,186",-,-,"$3,186",100%
"2,958",Hard Kaur,"$3,164",-,-,"$3,164",100%
"2,959",Undying Youth,"$3,151",-,-,"$3,151",100%
"2,960",Cilgin Kolej,"$3,141",-,-,"$3,141",100%
"2,961",Some Like It Hot 2016 Re-release,"$3,103",-,-,"$3,103",100%
"2,962",Gogita's New Life,"$3,084",-,-,"$3,084",100%
"2,963",Money,"$3,041",-,-,"$3,041",100%
"2,964",Salvadora,"$3,039",-,-,"$3,039",100%
"2,965",Mulher do Pai,"$3,034",-,-,"$3,034",100%
"2,966",Brazil 2017 Re-release,"$3,010",-,-,"$3,010",100%
"2,967",Under the Sky,"$3,005",-,-,"$3,005",100%
"2,968",Delicia,"$2,994",-,-,"$2,994",100%
"2,969",Nabab,"$2,945",-,-,"$2,945",100%
"2,970",Welcome to Norway 2017 Re-release,"$2,942",-,-,"$2,942",100%
"2,971",Biet Doi Tu Than 2017 Re-release,"$2,935",-,-,"$2,935",100%
"2,972",Aska Geldik,"$2,924",-,-,"$2,924",100%
"2,973",Kepler's Dream,"$2,923","$2,923",100%,-,-
"2,974",Sakurada Reset Part I,"$2,913",-,-,"$2,913",100%
"2,975",Bambaska,"$2,912",-,-,"$2,912",100%
"2,976",Demons,"$2,900","$2,900",100%,-,-
"2,977",Purano Dunga,"$2,836",-,-,"$2,836",100%
"2,978",Present Perfect,"$2,831",-,-,"$2,831",100%
"2,979",The Prime Minister,"$2,793",-,-,"$2,793",100%
"2,980",Retaliation,"$2,741",-,-,"$2,741",100%
"2,981",I Dream in Another Language,"$2,739","$2,739",100%,-,-
"2,982",Veredas,"$2,717",-,-,"$2,717",100%
"2,983",Agir Kelepce,"$2,715",-,-,"$2,715",100%
"2,984",Medzi nami,"$2,695",-,-,"$2,695",100%
"2,985",Santoalla,"$2,684","$2,684",100%,-,-
"2,986",Banana Island Ghost,"$2,683",-,-,"$2,683",100%
"2,987",Queerama,"$2,672",-,-,"$2,672",100%
"2,988",Catfight,"$2,666",-,-,"$2,666",100%
"2,989",Daughter of the Nile,"$2,640","$2,640",100%,-,-
"2,990",Brava,"$2,632",-,-,"$2,632",100%
"2,991",Sophichka,"$2,617",-,-,"$2,617",100%
"2,992",Finders Keepers,"$2,613",-,-,"$2,613",100%
"2,993",Take Me,"$2,583","$2,583",100%,-,-
"2,994",Héroe Corriente,"$2,572",-,-,"$2,572",100%
"2,995",Miles,"$2,537","$2,537",100%,-,-
"2,996",Another Forever,"$2,523",-,-,"$2,523",100%
"2,997",Condemned to Remember,"$2,510",-,-,"$2,510",100%
"2,998",The Disenchanted,"$2,504",-,-,"$2,504",100%
"2,999",High-Rise 2017 Re-release,"$2,498",-,-,"$2,498",100%
"3,000",Isra en het magische boek,"$2,472",-,-,"$2,472",100%
"3,001",Prorub,"$2,465",-,-,"$2,465",100%
"3,002",Örümcek,"$2,445",-,-,"$2,445",100%
"3,003",Labirinty lyubvi,"$2,444",-,-,"$2,444",100%
"3,004","Tango in Paris, Memories of Astor Piazzolla","$2,432",-,-,"$2,432",100%
"3,005",Tetragrammaton,"$2,431",-,-,"$2,431",100%
"3,006",Escuela trashumante,"$2,387",-,-,"$2,387",100%
"3,007",Ramante Edenthottam,"$2,383",-,-,"$2,383",100%
"3,008",Al centro de la Tierra,"$2,379",-,-,"$2,379",100%
"3,009",Six Musicians and the City,"$2,361",-,-,"$2,361",100%
"3,010",A Comedy of Tears,"$2,346",-,-,"$2,346",100%
"3,011",Anida and a Floating Circus,"$2,329",-,-,"$2,329",100%
"3,012",The Train of Salt and Sugar,"$2,293",-,-,"$2,293",100%
"3,013",Rascal,"$2,293",-,-,"$2,293",100%
"3,014",La Cena Blanca de Romina,"$2,286",-,-,"$2,286",100%
"3,015",Sabaash Naidu,"$2,261",-,-,"$2,261",100%
"3,016",Red Christmas,"$2,255","$2,255",100%,-,-
"3,017",Udaharanam Sujatha,"$2,252",-,-,"$2,252",100%
"3,018",Lobanovskiy Forever,"$2,249",-,-,"$2,249",100%
"3,019",Safari,"$2,244",-,-,"$2,244",100%
"3,020","I'll Love You, Can I?","$2,241",-,-,"$2,241",100%
"3,021",Vigilia,"$2,240",-,-,"$2,240",100%
"3,022",Vapor,"$2,239",-,-,"$2,239",100%
"3,023",La memoria de los huesos,"$2,223",-,-,"$2,223",100%
"3,024",Fairytale of New York,"$2,220",-,-,"$2,220",100%
"3,025",Ciclo Las (casi) no estrenadas,"$2,215",-,-,"$2,215",100%
"3,026",7 from Etheria,"$2,208","$2,208",100%,-,-
"3,027",La Hija,"$2,206",-,-,"$2,206",100%
"3,028",Road to Paloma,"$2,191",-,-,"$2,191",100%
"3,029",Varnarlioio,"$2,179",-,-,"$2,179",100%
"3,030",The Great Sardaar,"$2,160",-,-,"$2,160",100%
"3,031",Wood Eyes,"$2,154",-,-,"$2,154",100%
"3,032",Yo sé lo que envenena,"$2,142",-,-,"$2,142",100%
"3,033",Secrets from the Past,"$2,108",-,-,"$2,108",100%
"3,034",Dayveon,"$2,077","$2,077",100%,-,-
"3,035",Primero enero,"$2,064",-,-,"$2,064",100%
"3,036",Papatya,"$2,057",-,-,"$2,057",100%
"3,037",Nearest and Dearest,"$2,043",-,-,"$2,043",100%
"3,038",Blindness,"$2,035",-,-,"$2,035",100%
"3,039",Una mujer,"$2,021",-,-,"$2,021",100%
"3,040",Golmaal: Fun Unlimited 2017 Re-release,"$2,020",-,-,"$2,020",100%
"3,041",Island Songs,"$2,016",-,-,"$2,016",100%
"3,042",Francesca,"$2,008",-,-,"$2,008",100%
"3,043",Raídos,"$1,999",-,-,"$1,999",100%
"3,044",Monger,"$1,980",-,-,"$1,980",100%
"3,045",Los sentidos,"$1,962",-,-,"$1,962",100%
"3,046","Accidental Courtesy: Daryl Davis, Race & America","$1,940","$1,940",100%,-,-
"3,047",One Breath 2017 Re-release,"$1,926",-,-,"$1,926",100%
"3,048",Compenetrados,"$1,905",-,-,"$1,905",100%
"3,049",We Are Not Animals,"$1,902",-,-,"$1,902",100%
"3,050",Home in the Ice,"$1,889",-,-,"$1,889",100%
"3,051",Bepo,"$1,882",-,-,"$1,882",100%
"3,052",La muerte no duele,"$1,882",-,-,"$1,882",100%
"3,053",Línea de cuatro,"$1,873",-,-,"$1,873",100%
"3,054",Jojo's Magic,"$1,863",-,-,"$1,863",100%
"3,055",Abalos: Una Historia de 5 Hermanos,"$1,858",-,-,"$1,858",100%
"3,056",Blindrahundur,"$1,842",-,-,"$1,842",100%
"3,057",Cuatreros,"$1,835",-,-,"$1,835",100%
"3,058",Onna Ga Nemurutoki 2017 Re-release,"$1,834",-,-,"$1,834",100%
"3,059",Detour,"$1,788","$1,788",100%,-,-
"3,060",The Demons,"$1,755",-,-,"$1,755",100%
"3,061",Panic Attack!,"$1,747",-,-,"$1,747",100%
"3,062",Tigre,"$1,722",-,-,"$1,722",100%
"3,063",Moonwalkers 2017 Re-release,"$1,719",-,-,"$1,719",100%
"3,064",Eldorado XXI,"$1,716",-,-,"$1,716",100%
"3,065",Katre,"$1,712",-,-,"$1,712",100%
"3,066",Withered Green,"$1,705",-,-,"$1,705",100%
"3,067",Carlos Jauregui: The Unforgettable Fag,"$1,702",-,-,"$1,702",100%
"3,068",La Fontaine fait son cinéma,"$1,701",-,-,"$1,701",100%
"3,069",Coco 2020 Re-release,"$1,692",-,-,"$1,692",100%
"3,070",Forbidden,"$1,680",-,-,"$1,680",100%
"3,071",Jora 10 Numbaria,"$1,673",-,-,"$1,673",100%
"3,072",Mi Mamá Lora,"$1,661",-,-,"$1,661",100%
"3,073",Bad Movie: The Movie,"$1,655",-,-,"$1,655",100%
"3,074",Anna's Life,"$1,649",-,-,"$1,649",100%
"3,075",FATTORUSO,"$1,647",-,-,"$1,647",100%
"3,076",Niòato,"$1,634",-,-,"$1,634",100%
"3,077",David and Goliath,"$1,598",-,-,"$1,598",100%
"3,078",El mensajero,"$1,594",-,-,"$1,594",100%
"3,079",Amigos: Meksika Hazinesi,"$1,593",-,-,"$1,593",100%
"3,080",El invierno llega después del otoño,"$1,582",-,-,"$1,582",100%
"3,081",Jonas Kaufmann: My Italy,"$1,578",-,-,"$1,578",100%
"3,082",The Soviet Revolution Told Through its Cinema,"$1,551",-,-,"$1,551",100%
"3,083",Tre nøtter til Askepott på Bordalsvis,"$1,548",-,-,"$1,548",100%
"3,084",Skjól og skart,"$1,517",-,-,"$1,517",100%
"3,085",Okka Kshanam,"$1,514",-,-,"$1,514",100%
"3,086",Bad Day for the Cut,"$1,510",-,-,"$1,510",100%
"3,087",Historias breves 14,"$1,503",-,-,"$1,503",100%
"3,088",The Forest of the Lost Souls,"$1,502",-,-,"$1,502",100%
"3,089",Chavez Infinito,"$1,499",-,-,"$1,499",100%
"3,090",The Princess Bride 2017 Re-release,"$1,488",-,-,"$1,488",100%
"3,091",Legado del mar,"$1,474",-,-,"$1,474",100%
"3,092",Soulsmith,"$1,467",-,-,"$1,467",100%
"3,093",Parir,"$1,456",-,-,"$1,456",100%
"3,094",The Sky of the Centaur,"$1,446",-,-,"$1,446",100%
"3,095",A Decent Woman,"$1,441",-,-,"$1,441",100%
"3,096",Balloons,"$1,412",-,-,"$1,412",100%
"3,097",The Forest for the Trees,"$1,410","$1,410",100%,-,-
"3,098",Alptraum,"$1,408",-,-,"$1,408",100%
"3,099",Revolutions,"$1,406",-,-,"$1,406",100%
"3,100",Zona Zamfirova 2,"$1,404",-,-,"$1,404",100%
"3,101",In The Name of Peace: John Hume in America,"$1,366",-,-,"$1,366",100%
"3,102",Bienaventurados los mansos,"$1,363",-,-,"$1,363",100%
"3,103",How To Become Nothing,"$1,358",-,-,"$1,358",100%
"3,104",Access All Areas,"$1,347",-,-,"$1,347",100%
"3,105",El mago de los vagos,"$1,338",-,-,"$1,338",100%
"3,106",Kittu Unnadu Jagratha,"$1,330",-,-,"$1,330",100%
"3,107",Una historia de Madres,"$1,324",-,-,"$1,324",100%
"3,108",The Chamber,"$1,319",-,-,"$1,319",100%
"3,109",690 Vopnafjörður,"$1,314",-,-,"$1,314",100%
"3,110",Hind Ka Napak Ko Jawab,"$1,314",-,-,"$1,314",100%
"3,111",Dangar Doctor Jelly,"$1,313",-,-,"$1,313",100%
"3,112",Fuerza Mortal,"$1,302",-,-,"$1,302",100%
"3,113",Interlude,"$1,296",-,-,"$1,296",100%
"3,114",Kékszakállú,"$1,289",-,-,"$1,289",100%
"3,115",Ya umeyu vyazat,"$1,274",-,-,"$1,274",100%
"3,116",The Shepherd,"$1,253",-,-,"$1,253",100%
"3,117",Algo Fayó,"$1,190",-,-,"$1,190",100%
"3,118",Umbral,"$1,188",-,-,"$1,188",100%
"3,119",Born in Syria,"$1,185",-,-,"$1,185",100%
"3,120",A Different American Dream,"$1,172","$1,172",100%,-,-
"3,121",Cruzeiro Seixas - As Cartas do Rei Artur,"$1,171",-,-,"$1,171",100%
"3,122",Los relocalizados,"$1,155",-,-,"$1,155",100%
"3,123",Strangled 2017 Re-release,"$1,143",-,-,"$1,143",100%
"3,124",Jatra,"$1,126",-,-,"$1,126",100%
"3,125",London Town,"$1,126",-,-,"$1,126",100%
"3,126",Premi,"$1,124",-,-,"$1,124",100%
"3,127",Yarinin Adi Baska,"$1,120",-,-,"$1,120",100%
"3,128",A Caribbean Dream,"$1,106",-,-,"$1,106",100%
"3,129","Pendeja, payasa y gorda","$1,084",-,-,"$1,084",100%
"3,130",Keeper 2017 Re-release,"$1,083",-,-,"$1,083",100%
"3,131",Nashla kosa na kamen,"$1,035",-,-,"$1,035",100%
"3,132",Tramontane,"$1,035",-,-,"$1,035",100%
"3,133","Yes, Chef!","$1,030",-,-,"$1,030",100%
"3,134",Moacir III,"$1,016",-,-,"$1,016",100%
"3,135",The Penguin Counters,$976,$976,100%,-,-
"3,136",Memory Exercises,$966,-,-,$966,100%
"3,137",Crimen de Las Salinas,$950,-,-,$950,100%
"3,138",Solar,$948,-,-,$948,100%
"3,139",Across the Waters,$926,-,-,$926,100%
"3,140",Carne propia,$917,-,-,$917,100%
"3,141",Casa Coraggio,$911,-,-,$911,100%
"3,142",Safari 2017 Re-release,$904,-,-,$904,100%
"3,143",Sign 'o' the Times 2017 Re-release,$900,-,-,$900,100%
"3,144",Otra madre,$890,-,-,$890,100%
"3,145",Out of the Furnace 2017 Re-release,$886,-,-,$886,100%
"3,146",Extraordinary Ordinary People,$880,$880,100%,-,-
"3,147",Singin' in the Rain 2020 Re-release,$874,-,-,$874,100%
"3,148",Actriz,$854,-,-,$854,100%
"3,149",The Last Day,$853,-,-,$853,100%
"3,150",Martinez de Hoz,$849,-,-,$849,100%
"3,151","Jia Zhangke, A Guy from Fenyang",$842,-,-,$842,100%
"3,152",Tango Suomi,$838,-,-,$838,100%
"3,153",#Starvecrow,$795,-,-,$795,100%
"3,154",Alif,$775,-,-,$775,100%
"3,155",Human Surge,$758,-,-,$758,100%
"3,156",Tad: The Lost Explorer 2017 Re-release,$746,-,-,$746,100%
"3,157",Lantéc Chaná,$729,-,-,$729,100%
"3,158",Aux,$725,-,-,$725,100%
"3,159",Dream Big: Engineering Our World,$708,-,-,$708,100%
"3,160",Today Match at 3,$702,-,-,$702,100%
"3,161",Rodencia y el Diente de la Princesa 2017 Re-release,$700,-,-,$700,100%
"3,162",Mi último fracaso,$700,-,-,$700,100%
"3,163",Bitch,$688,-,-,$688,100%
"3,164",Upa! 2,$681,-,-,$681,100%
"3,165",El Peor Hombre del Mundo,$677,-,-,$677,100%
"3,166",Extramuros,$674,-,-,$674,100%
"3,167",Tarla,$654,-,-,$654,100%
"3,168",Pescadores 2017 Re-release,$645,-,-,$645,100%
"3,169",Un pueblo hecho canción,$645,-,-,$645,100%
"3,170",El gran circo pobre de Timoteo,$637,-,-,$637,100%
"3,171",Geçmis,$623,-,-,$623,100%
"3,172",Los ganadores,$594,-,-,$594,100%
